id,vendor_id,created_by,update_by,description,created_at,updated_at,category
248007,298740,1300375,1300375,تغییر ادرس به حدادی ترابی پلاک 138 مغازه تجاری همکف مورد تایید است,2023-10-23 14:18:05,2023-10-23 14:18:05,
248006,336298,5034759,5034759,درخواست واریزی به صورت یکبار درماه دارند,2023-10-23 12:54:05,2023-10-23 12:54:05,
248005,293769,741832,741832,قرارداد اپدیت شد واریزی باز شد,2023-10-23 11:34:22,2023-10-23 11:34:22,
248004,91774,741832,741832,قرارداد اپدیت شده واریزی باز شد,2023-10-23 11:15:48,2023-10-23 11:15:48,
248003,329676,5383847,5383847,مدیریت درخواست دارند فقط یک واریزی به صورت تسویه داشته باشند,2023-10-23 10:27:52,2023-10-23 10:27:52,
248002,305835,741832,741832,طبق ایشو واریزی بسته شد,2023-10-23 10:10:39,2023-10-23 10:10:39,
248001,305461,741832,741832,طبق ایشو واریزی بسته شد,2023-10-23 10:08:20,2023-10-23 10:08:20,
248000,292028,741832,741832,طبق ایشو واریزی بسته شد,2023-10-23 10:05:26,2023-10-23 10:05:26,
247999,281992,741832,741832,طبق ایشو واریزی بسته شد,2023-10-23 10:00:56,2023-10-23 10:00:56,
247998,313224,3364518,3364518,چیت ووچر / کاوه,2023-10-23 09:27:24,2023-10-23 09:27:24,
247997,67382,3364518,3364518,چیت ووچر / کاوه,2023-10-23 09:26:32,2023-10-23 09:26:32,
247996,325772,3364518,3364518,چیت ووچر / کاوه,2023-10-23 09:26:28,2023-10-23 09:26:28,
247995,77557,3364518,3364518,چیت ووچر / کاوه,2023-10-23 09:25:36,2023-10-23 09:25:36,
247994,298935,3364518,3364518,چیت ووچر / کاوه,2023-10-23 09:25:31,2023-10-23 09:25:31,
247993,69360,3364518,3364518,چیت ووچر کاوه,2023-10-23 09:24:23,2023-10-23 09:24:23,
247992,252450,3364518,3364518,چیت ووچر / کاوه,2023-10-23 09:24:17,2023-10-23 09:24:17,
247991,321830,3364518,3364518,چیت ووچر / کاوه,2023-10-23 09:21:59,2023-10-23 09:21:59,
247990,308662,3364518,3364518,چیت ووچر / کاوه,2023-10-23 09:21:53,2023-10-23 09:21:53,
247989,65957,4523127,4523127,عدم واریزی علی الحساب به درخواست مدیریت / سپیده,2023-10-22 22:45:13,2023-10-22 22:45:13,
247988,44591,4523127,4523127,واریزی بسته شد تا تغییر حساب انجام بشه / سپیده,2023-10-22 22:14:58,2023-10-22 22:14:58,
247987,298331,9262827,9262827,واریزی به درخواست مدیریت بسته شد,2023-10-22 22:02:15,2023-10-22 22:02:15,
247986,321473,4523127,4523127,عدم واریزی علی الحساب به درخواست  مدیریت / سپیده,2023-10-22 20:32:06,2023-10-22 20:32:06,
247985,313424,1300375,1300375,تغییر ادرس به حکیمیه بلوار بهار نبش خیابان پور مختار پلاک 39 مورد تایید است,2023-10-22 17:44:57,2023-10-22 17:44:57,
247984,309411,1300375,1300375,تغییر نام به گپ مورد تایید است,2023-10-22 17:34:21,2023-10-22 17:34:21,
247983,330376,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 17:12:38,2023-10-22 17:12:38,
247982,329992,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 17:06:37,2023-10-22 17:06:37,
247981,328224,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 16:50:33,2023-10-22 16:50:33,
247980,52096,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 16:45:19,2023-10-22 16:45:19,
247979,263745,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 16:17:05,2023-10-22 16:17:05,
247978,50495,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 16:09:53,2023-10-22 16:09:53,
247977,281325,5034759,5034759,مدیریت درخواست کردند بعد از تغییر حساب جلو واریزی باز شود/لطفا بعد از تغییر حساب واریزی باز شود,2023-10-22 16:09:42,2023-10-22 16:09:42,
247976,229339,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 16:05:11,2023-10-22 16:05:11,
247975,251726,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 15:48:42,2023-10-22 15:48:42,
247974,238394,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 15:40:25,2023-10-22 15:40:25,
247973,58447,5034759,5034759,درخواست واریزی به صورت ماهیانه دارند,2023-10-22 15:16:37,2023-10-22 15:16:37,
247972,316009,333246,333246,,2023-10-22 15:00:16,2023-10-22 15:00:16,OTHER
247971,45842,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 13:27:37,2023-10-22 13:27:37,
247970,260583,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 12:57:50,2023-10-22 12:57:50,
247969,269412,5383847,5383847,درخواست داشتند یک واریزی به عنوان تسویه داشته باشند,2023-10-22 12:53:33,2023-10-22 12:53:33,
247968,280714,5034759,5034759,مدیریت خواستند جلوواریز بسته شود بعد از تغییر حساب واریزی باز شود و مبلغ به حساب جدیدشون واریز شود,2023-10-22 12:41:04,2023-10-22 12:41:04,
247967,98066,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-22 12:25:35,2023-10-22 12:25:35,
247966,62807,741832,741832,وندور فرمودن حساب مشکلی نداره واریزی  باز شد,2023-10-22 11:57:30,2023-10-22 11:57:30,
247965,294234,1300375,1300375,تغییر نام به پیتزا پارسیان مورد تایید است,2023-10-22 11:52:27,2023-10-22 11:52:27,
247964,255704,1300375,1300375,تغییر نام به قهوه یک مورد تایید است,2023-10-22 11:38:33,2023-10-22 11:38:33,
247963,75207,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:56:44,2023-10-22 10:56:44,
247962,336690,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:55:56,2023-10-22 10:55:56,
247961,340056,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:50:46,2023-10-22 10:50:46,
247960,33912,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:49:54,2023-10-22 10:49:54,
247959,79894,333246,333246,,2023-10-22 10:47:35,2023-10-22 10:47:35,OTHER
247958,62807,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:47:16,2023-10-22 10:47:16,
247957,82089,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:43:51,2023-10-22 10:43:51,
247956,272808,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:43:02,2023-10-22 10:43:02,
247955,285000,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:41:30,2023-10-22 10:41:30,
247954,321642,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:40:13,2023-10-22 10:40:13,
247953,327654,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:37:37,2023-10-22 10:37:37,
247952,330737,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:35:46,2023-10-22 10:35:46,
247951,57157,741832,741832,علی الحساب دوم مهر برگشت خورده، واریزی بسته شد تا تغییر حساب بدن,2023-10-22 10:34:25,2023-10-22 10:34:25,
247950,302302,333246,333246,,2023-10-21 19:08:37,2023-10-21 19:08:37,OTHER
247949,292803,333246,333246,,2023-10-21 18:59:18,2023-10-21 18:59:18,OTHER
247948,77627,333246,333246,,2023-10-21 18:57:44,2023-10-21 18:57:44,OTHER
247947,306098,4523127,4523127,عدم واریزی به درخواست مدیریت تا تغییر حساب انجام بشه // سپیده,2023-10-21 18:26:39,2023-10-21 18:26:39,
247946,278978,1300375,1300375,تغییر ادرس به خیابان تاچارا خیابان کبار آمورشگاه نمازی داخل مجموعه سمت راست مورد تایید است,2023-10-21 18:13:52,2023-10-21 18:13:52,
247945,62273,1300375,1300375,تغییر ادرس به شمیران نو پاک دامن غفاری جنوبی پلاک 218 مورد تایید است,2023-10-21 18:09:14,2023-10-21 18:09:14,
247944,271869,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-21 17:54:22,2023-10-21 17:54:22,
247943,293215,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-21 17:50:48,2023-10-21 17:50:48,
247942,331970,4523127,4523127,وندور جدید واریزی باز شد/ سپیده,2023-10-21 17:48:48,2023-10-21 17:48:48,
247941,30037,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-21 17:37:25,2023-10-21 17:37:25,
247940,290144,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-21 17:33:17,2023-10-21 17:33:17,
247939,66072,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-21 17:27:22,2023-10-21 17:27:22,
247938,300993,5186364,5186364,بر اساس قرارداد عددش 12 و 11 و 10 هستش که 1 درصد تخفیف میگیره. تا آخر تابستون 1402 بر اساس ایمیل سعید جان 2 درصد تخفیف بیشتر داشتن که برای مهر ما تخفیف سعید جان حذف و به درصدهای 9 و 10 و 11 تغییر کرد.,2023-10-21 17:26:39,2023-10-21 17:26:39,OTHER
247937,322189,4523127,4523127,وندور جدید واریزی باز شد/ سپیده,2023-10-21 17:18:55,2023-10-21 17:18:55,
247936,30099,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-21 17:00:07,2023-10-21 17:00:07,
247935,316473,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-21 16:55:32,2023-10-21 16:55:32,
247934,296791,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-21 16:49:59,2023-10-21 16:49:59,
247933,97987,333246,333246,,2023-10-21 16:39:23,2023-10-21 16:39:23,OTHER
247932,62252,1300375,1300375,تغییر ادرس به شاهد غربی کوچه شهدا گمنام پلاک 121 مورد تایید است,2023-10-21 16:38:42,2023-10-21 16:38:42,
247931,299704,333246,333246,,2023-10-21 16:37:00,2023-10-21 16:37:00,OTHER
247930,44745,5186364,5186364,با نامه دفتر مرکزی شعبه معلق شد,2023-10-21 14:34:02,2023-10-21 14:34:02,OTHER
247929,311979,866532,866532,با هماهنگی مجموعه و سرویس میوه اسم مجموعه از میوه و تره بار بام  به سوپر میوه بام تغییر یافت,2023-10-21 14:32:28,2023-10-21 14:32:28,
247928,91926,866532,866532,با هماهنگی مجموعه و سرویس میوه اسم مجموعه از حاجی ارزونی میوه و تره بار عدل به هایپر میوه عدل تغییر یافت,2023-10-21 14:31:36,2023-10-21 14:31:36,
247927,316645,866532,866532,با هماهنگی مجموعه و سرویس میوه اسم مجموعه از بازار میوه تره بار فاطمی به هایپر میوه فاطمی تغییر یافت,2023-10-21 14:30:51,2023-10-21 14:30:51,
247926,218662,866532,866532,با هماهنگی مجموعه و سرویس میوه اسم مجموعه از میوه و تره بار فتح به هایپر میوه فتح تغییر یافت,2023-10-21 14:29:53,2023-10-21 14:29:53,
247925,260967,1300375,1300375,تغییر ادرس به شهر ری خیابان 24 متری بیات انتهای کوچه صفری خیابان حیدری پلاکک 64 موردتایید است,2023-10-21 13:59:47,2023-10-21 13:59:47,
247924,290294,5034759,5034759,مدیریت درخواست واریز مبلغ به صورت ماهیانه دارند,2023-10-21 11:55:16,2023-10-21 11:55:16,
247923,73959,1300375,1300375,تغییر ادرس به شیخ صدوق شمالی ساختمان صادق واحد 1 مورد تایید است,2023-10-21 10:55:28,2023-10-21 10:55:28,
247922,274364,5034759,5034759,مدیریت خواستند جلو واریز باز شود و واریزی یک بار در ماه باشد,2023-10-20 16:09:07,2023-10-20 16:09:07,
247921,216185,9262827,9262827,علی الحساب به درخواست مدیریت بسته شد,2023-10-20 15:49:53,2023-10-20 15:49:53,
247920,332606,9262827,9262827,نیو وندور - باز شد,2023-10-20 15:37:23,2023-10-20 15:37:23,
247919,330805,9262827,9262827,نیو وندور - باز شد,2023-10-20 14:46:45,2023-10-20 14:46:45,
247918,331280,9262827,9262827,نیو وندور - باز شد,2023-10-20 14:18:18,2023-10-20 14:18:18,
247917,322724,9262827,9262827,علی الحساب به درخواست مدیریت باز شد,2023-10-20 13:51:18,2023-10-20 13:51:18,
247916,281325,9262827,9262827,واریزی به درخواست مدیریت بسته شده,2023-10-20 13:46:30,2023-10-20 13:46:30,
247915,332647,9262827,9262827,نیو وندور - باز شد,2023-10-19 17:10:46,2023-10-19 17:10:46,
247914,329774,4523127,4523127,.ندور جدید واریزی باز شد/ سپیده,2023-10-19 16:18:41,2023-10-19 16:18:41,
247913,332994,4261729,4261729,واریزی و علی الحساب باز شود,2023-10-19 16:15:52,2023-10-19 16:15:52,
247912,326047,4523127,4523127,واریزی باز شد /سپیده,2023-10-19 15:55:04,2023-10-19 15:55:04,
247911,329550,9262827,9262827,علی الحساب به درخواست مدیریت بسته شد,2023-10-19 15:54:36,2023-10-19 15:54:36,
247910,331115,9262827,9262827,نیو وندور - باز شد,2023-10-19 15:38:02,2023-10-19 15:38:02,
247909,335388,9262827,9262827,علی الحساب به درخواست مدیریت بسته شد,2023-10-19 15:31:27,2023-10-19 15:31:27,
247908,329217,4261729,4261729,علی الحساب بسته شود,2023-10-19 14:38:22,2023-10-19 14:38:22,
247907,332194,4523127,4523127,وندور جدید واریزی باز شد,2023-10-19 14:15:47,2023-10-19 14:15:47,
247906,335048,4523127,4523127,وندور جدید واریزی  باز شد /,2023-10-19 14:13:27,2023-10-19 14:13:27,
247905,332098,9262827,9262827,نیو وندور - باز شد,2023-10-19 13:50:54,2023-10-19 13:50:54,
247904,333489,4261729,4261729,واریزی و علی الحساب باز شود,2023-10-19 13:48:37,2023-10-19 13:48:37,
247903,326616,4261729,4261729,وندور جدید واریزی و علی الحساب باز شود,2023-10-19 13:19:26,2023-10-19 13:19:26,
247902,334381,4261729,4261729,واریزی و علی الحساب باز شود,2023-10-19 13:05:49,2023-10-19 13:05:49,
247901,302329,4523127,4523127,"به درخواست مدیرت واریزی علی الحساب بسته شد 
/ سپیده",2023-10-19 12:59:59,2023-10-19 12:59:59,
247900,328741,4261729,4261729,واریزی و علی الحساب باز شود,2023-10-19 12:58:45,2023-10-19 12:58:45,
247899,242240,4523127,4523127,به درخواست مدیرت واریزی علی الحساب بسته شد,2023-10-19 12:34:45,2023-10-19 12:34:45,
247898,295238,9262827,9262827,علی الحساب به درخواست مدیریت باز شد,2023-10-19 11:39:20,2023-10-19 11:39:20,
247897,307905,4261729,4261729,واریزی و علی الحساب باز شود,2023-10-19 11:31:27,2023-10-19 11:31:27,
247896,334798,4523127,4523127,وندور جدید واریزی باز / سپیده,2023-10-19 10:34:17,2023-10-19 10:34:17,
247895,328200,4523127,4523127,وندور جدید واریزی باز شد/سپیده,2023-10-19 10:18:44,2023-10-19 10:18:44,
247894,321526,4523127,4523127,"به درخواست مدیرت واریزی علی الحساب بسته شد 
/سپیده",2023-10-19 10:15:22,2023-10-19 10:15:22,
247893,332874,9262827,9262827,نیو وندور - باز شد,2023-10-18 20:29:48,2023-10-18 20:29:48,
247892,72170,1300375,1300375,تغییر ادرس به تهران پارس خیابان 184 شرقی پلاک 125 مورد تایید است,2023-10-18 18:10:09,2023-10-18 18:10:09,
247891,316617,4523127,4523127,واریز بسته شد تا تغییر حساب بدن / سپیده,2023-10-18 17:43:42,2023-10-18 17:43:42,
247890,218030,4523127,4523127,"به درخواست مدیرت واریزی علی الحساب بسته شد 
/ سپیده",2023-10-18 17:38:42,2023-10-18 17:38:42,
247889,332329,4261729,4261729,وندور جدید واریزی و علی الحساب باز شود,2023-10-18 17:12:15,2023-10-18 17:12:15,
247888,62416,12296342,12296342,"https://jira.snappfood.ir/browse/VM-1438755
تغییر بانک",2023-10-18 16:50:37,2023-10-18 16:50:37,
247887,91926,866532,866532,,2023-10-18 16:07:20,2023-10-18 16:07:20,
247886,338247,1300375,1300375,تغییر نام به تغییر نام به کافه فست فود پانیذ مورد تایید است,2023-10-18 16:00:44,2023-10-18 16:00:44,
247885,267771,1300375,1300375,تغییر ادرس به تبریز خیابان رجایی شهر  خیابان 35 متری شادمان خیابان حسابی مور تایید است,2023-10-18 15:40:54,2023-10-18 15:40:54,
247884,84258,2505019,2505019,"چیت اس ام اس داشتن با مضمون اینکه بیا از دلینو بخر انقدر تخفیف بگیر
یاسمن جان با طالبی حرف زد گفتن باید یوزر های ما رو اکسکلود کنین 
زنگ زدن دلینو کلا کنسلش کردن",2023-10-18 15:36:05,2023-10-18 15:36:05,
247883,337200,1300375,1300375,تغییر نام به رادلند مورد تایید است,2023-10-18 14:11:47,2023-10-18 14:11:47,
247882,36419,2505019,2505019,"به وندور پیشنهاد 
ویژه 13/11/10 روی فروش 500 م ت و 700 م ت
تخفیف اشتراکی 3 روز در فصل در سال اول
مدت قرارداد 24 ماه
سقف امتیاز 500 م ت

داده شده 
بابت پیشنهاد جدید موردی ندارن ولی قطع همکاری با دلینو با توجه به اینکه از سپیدز استفاده میکنن و سایت مجموعه  ، باشگاه مشتریان و فایل های حسابداری هم سپیدز هندل میکنه براشون راحت نیست.در حال مذاکره هستم که ایشون هم کانسرن هایی که دارن رفع کنن.
.پیگیری های بعدی انجام میشه",2023-10-18 12:20:27,2023-10-18 12:20:27,
247881,270101,1300375,1300375,تغییر ادرس به تبریز پاستور جدید۲ مابین تقاطع طالقانی و حاج جبار نائب روبروی بانک رفاه ساختمان گلدیس مورد تایید است,2023-10-18 10:59:18,2023-10-18 10:59:18,
247880,30284,5034759,5034759,به درخواست مدیریت جلو واریز بسته شد لطفا بعد از تغییر حساب جلو واریزی باز شود. ممنونم,2023-10-18 10:57:40,2023-10-18 10:57:40,
247879,323965,741832,741832,طبق ایشو واریزی بسته شد,2023-10-18 09:34:36,2023-10-18 09:34:36,
247878,291552,741832,741832,طبق ایشو واریزی بسته شد,2023-10-18 09:30:04,2023-10-18 09:30:04,
247877,290969,741832,741832,طبق ایشو واریزی بسته شد,2023-10-18 09:29:16,2023-10-18 09:29:16,
247876,332319,4261729,4261729,وندور جدید واریزی و علی الحساب باز,2023-10-17 19:50:26,2023-10-17 19:50:26,
247875,46394,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:45:49,2023-10-17 19:45:49,
247874,65445,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:44:56,2023-10-17 19:44:56,
247873,322458,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:43:58,2023-10-17 19:43:58,
247872,230741,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:42:48,2023-10-17 19:42:48,
247871,324544,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:42:42,2023-10-17 19:42:42,
247870,332210,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:42:02,2023-10-17 19:42:02,
247869,306450,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:41:51,2023-10-17 19:41:51,
247868,279567,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:41:46,2023-10-17 19:41:46,
247867,317472,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:39:52,2023-10-17 19:39:52,
247866,71812,3364518,3364518,چیت ووچر / کاوه,2023-10-17 19:39:40,2023-10-17 19:39:40,
247865,45240,3364518,3364518,چیت ووچر / کاوه,2023-10-17 18:46:35,2023-10-17 18:46:35,
247864,216407,3364518,3364518,چیت ووچر / کاوه,2023-10-17 18:41:27,2023-10-17 18:41:27,
247863,96905,3364518,3364518,چیت ووچر / کاوه,2023-10-17 18:40:30,2023-10-17 18:40:30,
247862,101648,3364518,3364518,چیت ووچر / کاوه,2023-10-17 18:38:29,2023-10-17 18:38:29,
247861,325196,741832,741832,برگشتی نهایی مهر ماه ،‌واریزی بسته شد تا تغییر حساب بدن,2023-10-17 18:29:07,2023-10-17 18:29:07,
247860,293769,741832,741832,علی الحساب اول مهر برگشت خورده ،‌واریزی بسته شد تا تغییر حساب بدن,2023-10-17 18:26:48,2023-10-17 18:26:48,
247859,112388,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-17 18:21:52,2023-10-17 18:21:52,
247858,334237,741832,741832,طبق ایشو واریزی بسته شد,2023-10-17 18:15:23,2023-10-17 18:15:23,
247857,333752,741832,741832,طبق ایشو واریزی بسته شد,2023-10-17 18:14:02,2023-10-17 18:14:02,
247856,83269,3364518,3364518,چیت ووچر / کاوه,2023-10-17 15:21:35,2023-10-17 15:21:35,
247855,317752,1300375,1300375,تغییر ادرس به سعادت اباد علامه جنوبی پلاک 79 مورد تایید است,2023-10-17 15:15:00,2023-10-17 15:15:00,
247854,55174,3364518,3364518,ططبق سابجکت ایمیل : واریزی اشتباه 32480 میوه سرای کوکوریکو ، جلو واریزی گرفته شد. کاوه,2023-10-17 13:49:33,2023-10-17 13:49:33,
247853,271939,5034759,5034759,قرار شد جلو واریز بسته شود تا قرار داد درست و شماره حساب درست مدیر در بکند آپلود شود/بعد از تغییرات لازم لطفا حساب باز شود,2023-10-17 13:06:01,2023-10-17 13:06:01,
247852,271939,741832,741832,جلو واریزی بسته شد تا روی ایمیل نتیجه پیگری اعلام شود,2023-10-17 13:05:27,2023-10-17 13:05:27,
247851,305732,5034759,5034759,مدیریت خواستند جلو واریزشون بسته شود تا زمانی که مجدد اطلاع بدهند,2023-10-17 12:18:06,2023-10-17 12:18:06,
247850,334431,5034759,5034759,خواستند جلو واریز بسته باشه تا تغییر حساب بدهند/واریز به حساب جدیدشون انجام شود,2023-10-17 11:31:48,2023-10-17 11:31:48,
247849,332727,5034759,5034759,مدیریت خواستند بعد از تغییر حساب واریز باز شود/به حساب قبلشون مبلغی واریز نگردد,2023-10-17 10:37:07,2023-10-17 10:37:07,
247848,333040,4523127,4523127,با توجه به توضیحات  کیمیا جان/ واریزی باز شد,2023-10-16 22:52:25,2023-10-16 22:52:25,
247847,333024,4523127,4523127,وندور جدید واریزی باز  شد / سپیده,2023-10-16 21:18:56,2023-10-16 21:18:56,
247846,321725,5034759,5034759,مدیریت درخواست واریز مبلغ به صورت ماهیانه دارند,2023-10-16 19:03:51,2023-10-16 19:03:51,
247845,12912,5383847,5383847,درخواست داشتند تا تغییر شماره حساب واریزی نداشته باشند,2023-10-16 18:22:13,2023-10-16 18:22:13,
247844,314393,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-16 18:20:18,2023-10-16 18:20:18,
247843,29367,12296342,12296342,"https://jira.snappfood.ir/browse/VM-1444313
تغییر شماره حساب ب درخواست وندور انجام شد",2023-10-16 18:14:03,2023-10-16 18:14:03,
247842,278843,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-16 18:12:49,2023-10-16 18:12:49,
247841,306201,4261729,4261729,واریزی و علی الحساب باز شود,2023-10-16 18:07:26,2023-10-16 18:07:26,
247840,55546,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-16 17:59:56,2023-10-16 17:59:56,
247839,331316,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-16 17:44:56,2023-10-16 17:44:56,
247838,277664,1300375,1300375,تغییر ادرس به بلوار جهاد نبش جهاد 2 مورد تایید است,2023-10-16 16:43:03,2023-10-16 16:43:03,
247837,298501,1300375,1300375,تغییر نام به کافه رستوران آتیس مورد تایید است,2023-10-16 15:37:53,2023-10-16 15:37:53,
247836,332967,1300375,1300375,تغییر نام به شاورما کوخ مورد تایید است,2023-10-16 15:19:41,2023-10-16 15:19:41,
247835,82732,1300375,1300375,تغییر ادرس به یوسف اباد خیابان چهلستون نبش چهارم پلاک 21 مورد تایید است,2023-10-16 14:33:36,2023-10-16 14:33:36,
247834,76326,6459990,6459990,کمیسیون وندور از 15خرداد 1401 تا 14 خردا 1402 9 درصد و از این تاریخ به بعد تا یکسال بعد 10 درصد بوده ولی با توجه به اینکه امکان محاسبه 2 کمیسیون رو در یکماه نداریم ملاک با تایید یاسی جان اخر ماه که 10 درصد بوده در نظر گرفته شده .,2023-10-16 13:52:36,2023-10-16 13:52:36,
247833,320487,12296342,12296342,چیت پیامک تذکر به آقای تاجزاد داده شد,2023-10-16 13:33:04,2023-10-16 13:33:04,
247832,15967,12296342,12296342,"چیت پیامک شعبه میرداماد 
تذکر مهربون بار اول به آقای کریمیان داده شد",2023-10-16 13:31:56,2023-10-16 13:31:56,
247831,14435,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-16 13:30:27,2023-10-16 13:30:27,
247830,306156,1348899,1348899,کمیسیون 2 روز اردیبهشت - خرداد - تیر و مرداد صفر محاسبه شد و از شهریور ماه درصدش شد 10 طبق قرارداد,2023-10-16 12:46:59,2023-10-16 12:46:59,
247829,306231,1348899,1348899,کمیسیون 2 روز اردیبهشت - خرداد - تیر و مرداد صفر محاسبه شد و از شهریور ماه درصدش شد 10 طبق قرارداد,2023-10-16 12:45:59,2023-10-16 12:45:59,
247828,306148,1348899,1348899,کمیسیون خرداد - تیر و مرداد صفر محاسبه شد و از شهریور ماه درصدش شد 10 طبق قرارداد,2023-10-16 12:45:05,2023-10-16 12:45:05,
247827,63095,1300375,1300375,"خیابان جمهوری بین سعدی جنوبی و میدان بهارستان پاساژ اروپا طبقه زیر زمین پلاک 6 مورد تایید است
تغییر نام به کترینگ امیر مورد تایید است",2023-10-16 12:36:44,2023-10-16 12:36:44,
247826,307678,1348899,1348899,کمیسیون سه ماه اول صفر می باشد برای بعد از سه ماه کمیسیون تعیین نشده است شهریور ماه با تایید نوید جان باز هم صفر محاسبه شد . منتظر اپدیت تیم ویش لیست هستیم,2023-10-16 12:16:56,2023-10-16 12:16:56,
247825,66072,3823925,3823925,تا زمان تغییر شماره حساب به درخواست مدیریت واریزی بسته باشد و به حساب قبلی واریزی انجام نشه,2023-10-16 11:38:45,2023-10-16 11:38:45,
247824,306216,1348899,1348899,کمیسیون 2 روز اردیبهشت - خرداد - تیر و مرداد صفر محاسبه شد و از شهریور ماه درصدش شد 10 طبق قرارداد,2023-10-16 11:32:31,2023-10-16 11:32:31,
247823,237314,3364518,3364518,به هیچ وجه اصلا برای مجموعه بابت مانده مبلغ واریزی انجام نشود.بدهی چیت داشتن که با این عدد تسویه شده. موردی بود با من چک بشه لطفا. کاوه کوثری,2023-10-16 10:25:51,2023-10-16 10:25:51,
247822,327734,741832,741832,طبق ایشو واریزی بسته شد,2023-10-16 09:56:03,2023-10-16 09:56:03,
247821,336803,4261729,4261729,به درخواست مدیریت واریزی بسته شود,2023-10-15 19:28:08,2023-10-15 19:28:08,
247820,332099,4261729,4261729,وندور جدید واریزی و علی الحساب باز شود,2023-10-15 18:56:18,2023-10-15 18:56:18,
247819,333861,4261729,4261729,وندور جدید واریزی و علی الحساب باز شود,2023-10-15 18:38:18,2023-10-15 18:38:18,
247818,285947,900984,900984,به علت تکرار چیت امکان فعالسازی وندور به تصمیم ادر سرویس وجود ندارد.,2023-10-15 17:53:29,2023-10-15 17:53:29,OTHER
247817,317824,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-15 17:51:59,2023-10-15 17:51:59,
247816,267431,4523127,4523127,واریزی باز شد / سپیده,2023-10-15 17:49:41,2023-10-15 17:49:41,
247815,330791,4261729,4261729,وندور جدید واریزی و علی الحساب باز شود,2023-10-15 17:40:17,2023-10-15 17:40:17,
247814,332862,4261729,4261729,وندور جدید واریزی و علی الحساب باز شود,2023-10-15 17:36:26,2023-10-15 17:36:26,
