id,vendor_id,created_by,update_by,description,created_at,updated_at,category
247813,327571,4261729,4261729,وندور جدید واریزی و علی الحساب باز شود,2023-10-15 17:12:25,2023-10-15 17:12:25,
247812,320256,5383847,5383847,مدیریت درخواست داشتند جلوی واریزی گرفته شود تا تغییر شماره حساب بدهند.,2023-10-15 16:07:33,2023-10-15 16:07:33,
247811,47072,5383847,5383847,مدیریت درخواست داشتند جلوی واریزی گرفته شود تا تغییر شماره حساب بدهند.,2023-10-15 16:07:31,2023-10-15 16:07:31,
247810,320256,5383847,5383847,مدیریت درخواست داشتند بعد از تغییر حساب واریزی داشته باشند,2023-10-15 15:59:34,2023-10-15 15:59:34,
247809,47072,5383847,5383847,مدیریت درخواست داشتند بعد از تغییر حساب واریزی داشته باشند,2023-10-15 15:59:29,2023-10-15 15:59:29,
247808,57704,1300375,1300375,تغییر ادرس به شهرری 13 ابان خیابان رحیمی پلاک 314 مورد تایید است,2023-10-15 15:39:23,2023-10-15 15:39:23,
247807,328953,866532,866532,به دلیل تعطیلی کامل مجموعه معلق شد,2023-10-15 14:26:15,2023-10-15 14:26:15,
247806,273613,1300375,1300375,تغییر نام به کلبه کباب فونسا مورد تایید است,2023-10-15 12:35:20,2023-10-15 12:35:20,
247805,75487,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-15 11:05:11,2023-10-15 11:05:11,
247804,212889,5383847,5383847,مدیریت درخواست داشتند واریزی ماهی یکبار به عنوان تسویه انجام شود.,2023-10-15 10:19:05,2023-10-15 10:19:05,
247803,333700,9262827,9262827,نیو وندور - باز شد,2023-10-14 22:48:20,2023-10-14 22:48:20,
247802,333017,4523127,4523127,وندور جدید واریزی باز شد/ سپیده,2023-10-14 22:24:55,2023-10-14 22:24:55,
247801,329992,4261729,4261729,علی الحساب باز شود,2023-10-14 21:35:37,2023-10-14 21:35:37,
247800,330894,4261729,4261729,واریزی باز,2023-10-14 20:24:06,2023-10-14 20:24:06,
247799,334650,4523127,4523127,وندور جدید  واریزی باز شد/ سپیده,2023-10-14 20:16:51,2023-10-14 20:16:51,
247798,332388,4523127,4523127,وندور جدید واریزی باز شد/ سپیده,2023-10-14 20:05:34,2023-10-14 20:05:34,
247797,332856,4261729,4261729,واریزی و علی الحساب باز شود,2023-10-14 18:56:15,2023-10-14 18:56:15,
247796,330998,4261729,4261729,مجموعه جدید واریزی و علی الحساب باز شود,2023-10-14 18:50:00,2023-10-14 18:50:00,
247795,291127,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-14 18:41:05,2023-10-14 18:41:05,
247794,331895,4261729,4261729,وندور جدید واریزی و علی الحساب باز شود,2023-10-14 17:37:39,2023-10-14 17:37:39,
247793,312112,4261729,4261729,علی الحساب باز شود,2023-10-14 17:15:46,2023-10-14 17:15:46,
247792,330262,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-14 17:12:04,2023-10-14 17:12:04,
247791,280814,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-14 17:01:29,2023-10-14 17:01:29,
247790,288584,1300375,1300375,تغییر نام به ساندویچی مظهری مورد تایید است,2023-10-14 16:20:23,2023-10-14 16:20:23,
247789,64686,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-14 14:14:49,2023-10-14 14:14:49,
247788,51821,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-14 12:44:27,2023-10-14 12:44:27,
247787,95952,1300375,1300375,تغییر ادرس به بلوار سرباز نبش شهید اعتمادی مورد تایید است,2023-10-14 12:23:50,2023-10-14 12:23:50,
247786,269933,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-14 10:51:52,2023-10-14 10:51:52,
247785,288978,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-14 10:43:25,2023-10-14 10:43:25,
247784,321700,4261729,4261729,وندور جدید  واریزی و علی الحساب باز شود,2023-10-13 13:19:29,2023-10-13 13:19:29,
247783,331762,9262827,9262827,نیو وندور - باز شد,2023-10-12 13:16:56,2023-10-12 13:16:56,
247782,332816,9262827,9262827,نیو وندور - باز شد,2023-10-11 22:06:44,2023-10-11 22:06:44,
247781,334095,9262827,9262827,نیو وندور - واریزی باز شد,2023-10-11 20:52:05,2023-10-11 20:52:05,
247780,334316,9262827,9262827,نیو وندور - واریزی باز شد,2023-10-11 20:50:04,2023-10-11 20:50:04,
247779,333710,9262827,9262827,نیو وندور - فقط نهایی به درخواست مدیریت باز شد,2023-10-11 19:37:07,2023-10-11 19:37:07,
247778,322922,9262827,9262827,علی الحساب به درخواست مدیریت بسته شد,2023-10-11 19:15:47,2023-10-11 19:15:47,
247777,334312,9262827,9262827,نیو وندور - باز شد,2023-10-11 19:01:49,2023-10-11 19:01:49,
247776,331524,9262827,9262827,نیو وندور - باز شد,2023-10-11 18:40:44,2023-10-11 18:40:44,
247775,309185,9262827,9262827,نیو وندور - باز شد,2023-10-11 18:18:08,2023-10-11 18:18:08,
247774,274364,9262827,9262827,واریزی به درخواست مدیریت بسته شد,2023-10-11 17:54:46,2023-10-11 17:54:46,
247773,258561,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 16:57:47,2023-10-11 16:57:47,
247772,230985,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 16:27:30,2023-10-11 16:27:30,
247771,258999,12296342,12296342,"https://jira.snappfood.ir/browse/VM-1404237
https://jira.snappfood.ir/browse/VM-1404253
معلق شدند",2023-10-11 16:24:52,2023-10-11 16:24:52,
247770,316665,12296342,12296342,"https://jira.snappfood.ir/browse/VM-1404237
https://jira.snappfood.ir/browse/VM-1404253
معلق شدند",2023-10-11 16:24:48,2023-10-11 16:24:48,
247769,293055,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 16:09:38,2023-10-11 16:09:38,
247768,284212,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 16:04:26,2023-10-11 16:04:26,
247767,328147,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 15:51:11,2023-10-11 15:51:11,
247766,320299,1300375,1300375,تغییر شماره حسابطبق نامه انجام شد,2023-10-11 15:45:14,2023-10-11 15:45:14,
247765,256747,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 15:39:04,2023-10-11 15:39:04,
247764,316188,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 15:30:08,2023-10-11 15:30:08,
247763,96704,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 15:13:24,2023-10-11 15:13:24,
247762,269342,5383847,5383847,طبق ائدیت منو تغییر شماره حساب انجام شد/جلوی واریزی باز شد,2023-10-11 14:54:35,2023-10-11 14:54:35,
247761,330868,5383847,5383847,مدیریت درخواست کردند واریزی علی الحساب نداشته باشند,2023-10-11 14:52:49,2023-10-11 14:52:49,
247760,314907,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 14:06:16,2023-10-11 14:06:16,
247759,304004,1300375,1300375,تغییر نام به کبابویچ مورد تایید است,2023-10-11 13:54:09,2023-10-11 13:54:09,
247758,264153,5383847,5383847,مدیریت مشکل حساب دارند درخواست کردند تا زمانی که اعلام کنند واریزی نداشته باشیم,2023-10-11 13:29:14,2023-10-11 13:29:14,
247757,324788,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 13:15:57,2023-10-11 13:15:57,
247756,25123,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 13:01:06,2023-10-11 13:01:06,
247755,303122,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 11:52:19,2023-10-11 11:52:19,
247754,302980,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 11:47:39,2023-10-11 11:47:39,
247753,255372,1300375,1300375,تغییر شماره حساب طبق نامه انجام شد,2023-10-11 11:39:27,2023-10-11 11:39:27,
247752,263725,5034759,5034759,مدیریت درخواست  واریزی به صورت علی الحساب داشتند,2023-10-11 11:26:02,2023-10-11 11:26:02,
247751,327825,9262827,9262827,نیو وندور - باز شد,2023-10-10 20:56:27,2023-10-10 20:56:27,
247750,332212,4261729,4261729,وندور جدید واریزی و علی الحساب باز,2023-10-10 20:46:30,2023-10-10 20:46:30,
