id,order_id,customer_ip,pre_order_only,sent_to_express,zoodfood_comment,created_at,updated_at,locale,has_delivery_guaranty,unpaid_delta_settlement,estimated_delivery_time,estimated_rider_pickup_time,negative_credit_to_pay,accepted_delivery_time,accepted_rider_pickup_time,segment_group_id,expected_delay_time
372967664,377222333,5.215.132.192,0,0,,2023-12-10 01:39:30,2023-12-10 01:39:30,fa,1,0,60,0,0,60,0,,0
372967663,377222332,5.182.36.231,0,0,,2023-12-10 01:39:29,2023-12-10 01:39:29,fa,0,0,40,0,0,40,0,,0
372967662,377222331,5.119.145.245,0,0,,2023-12-10 01:39:27,2023-12-10 01:39:27,fa,0,0,45,0,0,45,15,,0
372967661,377222330,46.51.29.162,0,0,,2023-12-10 01:39:25,2023-12-10 01:39:25,fa,0,0,19,19,0,19,19,,0
372967660,377222329,62.102.135.184,0,0,,2023-12-10 01:39:25,2023-12-10 01:39:25,fa,0,0,70,0,0,70,15,,0
372967659,377222328,5.217.75.78,0,0,,2023-12-10 01:39:24,2023-12-10 01:39:24,fa,1,0,66,0,0,70,15,,0
372967658,377222327,200.162.146.27,0,0,,2023-12-10 01:39:16,2023-12-10 01:39:16,fa,0,0,31,0,0,70,0,,0
372967657,377222326,5.124.84.217,0,0,,2023-12-10 01:39:13,2023-12-10 01:39:13,fa,0,0,36,0,0,36,0,,0
372967656,377222325,46.51.69.119,0,0,,2023-12-10 01:39:08,2023-12-10 01:39:08,fa,0,0,31,0,0,70,0,,0
372967655,377222324,2.145.25.199,0,0,,2023-12-10 01:39:05,2023-12-10 01:39:05,fa,0,0,57,0,0,57,0,,0
372967654,377222323,46.51.29.162,0,0,,2023-12-10 01:39:04,2023-12-10 01:39:04,fa,0,0,19,19,0,19,19,,0
372967653,377222322,5.120.254.138,0,0,,2023-12-10 01:39:03,2023-12-10 01:39:03,fa,0,0,44,0,0,70,15,,0
372967652,377222321,5.114.85.46,0,0,,2023-12-10 01:39:03,2023-12-10 01:39:03,fa,0,0,64,0,0,64,0,,0
372967651,377222320,188.210.126.191,0,0,,2023-12-10 01:39:01,2023-12-10 01:39:01,fa,0,0,45,0,0,45,0,,0
372967650,377222319,37.137.47.246,0,0,,2023-12-10 01:38:58,2023-12-10 01:38:58,fa,0,0,38,0,0,38,0,,0
372967649,377222318,46.143.10.184,0,0,,2023-12-10 01:38:54,2023-12-10 01:38:54,fa,0,0,0,0,0,70,15,,0
372967648,377222317,83.122.117.3,0,0,,2023-12-10 01:38:53,2023-12-10 01:38:53,fa,0,0,46,0,0,56,15,,0
372967647,377222316,5.114.129.22,0,0,,2023-12-10 01:38:51,2023-12-10 01:38:51,fa,0,0,38,0,0,38,0,,0
372967646,377222315,2.147.44.207,0,0,,2023-12-10 01:38:49,2023-12-10 01:38:49,fa,0,0,45,0,0,45,0,,0
372967645,377222314,172.99.188.248,0,0,,2023-12-10 01:38:48,2023-12-10 01:38:48,fa,1,0,69,0,0,69,0,,0
372967644,377222313,46.51.29.162,0,0,,2023-12-10 01:38:47,2023-12-10 01:38:47,fa,0,0,19,19,0,19,19,,0
372967643,377222312,5.75.203.55,0,0,,2023-12-10 01:38:46,2023-12-10 01:38:46,fa,0,0,50,0,0,50,0,,0
372967642,377222311,89.199.168.202,0,0,,2023-12-10 01:38:45,2023-12-10 01:38:45,fa,0,0,43,0,0,43,0,,0
372967641,377222310,37.221.56.142,0,0,,2023-12-10 01:38:41,2023-12-10 01:38:41,fa,0,0,46,0,0,44,15,,0
372967640,377222309,178.131.187.70,0,0,,2023-12-10 01:38:41,2023-12-10 01:38:41,fa,0,0,31,18,0,31,18,,0
372967639,377222308,204.18.36.241,0,0,,2023-12-10 01:38:41,2023-12-10 01:38:41,fa,1,0,59,0,0,70,0,,0
372967638,377222307,83.122.217.65,0,0,,2023-12-10 01:38:40,2023-12-10 01:38:40,fa,1,0,37,0,0,44,15,,0
372967637,377222306,86.55.249.121,0,0,,2023-12-10 01:38:39,2023-12-10 01:38:39,fa,0,0,44,0,0,44,0,,0
372967636,377222305,188.212.242.93,0,0,,2023-12-10 01:38:35,2023-12-10 01:38:35,fa,1,0,42,0,0,45,0,,0
372967635,377222304,89.199.143.27,0,0,,2023-12-10 01:38:25,2023-12-10 01:38:25,fa,0,0,40,0,0,70,0,,0
372967634,377222303,89.199.168.202,0,0,,2023-12-10 01:38:25,2023-12-10 01:38:25,fa,0,0,43,0,0,43,0,,0
372967633,377222302,89.196.189.57,0,0,,2023-12-10 01:38:23,2023-12-10 01:38:23,fa,0,0,41,0,0,41,0,,0
372967632,377222301,31.7.96.20,0,0,,2023-12-10 01:38:18,2023-12-10 01:38:18,fa,0,0,36,0,0,36,0,,0
372967631,377222300,5.113.64.107,0,0,,2023-12-10 01:38:14,2023-12-10 01:38:14,fa,0,0,36,0,0,36,15,,0
372967630,377222299,86.55.141.226,0,0,,2023-12-10 01:38:14,2023-12-10 01:38:14,fa,0,0,47,0,0,47,0,,0
372967629,377222298,2.145.10.90,0,0,,2023-12-10 01:38:12,2023-12-10 01:38:12,fa,0,0,57,0,0,57,0,,0
372967628,377222297,89.199.50.184,0,0,,2023-12-10 01:38:02,2023-12-10 01:38:02,fa,0,0,34,0,0,34,0,,0
372967627,377222296,5.127.204.70,0,0,,2023-12-10 01:37:58,2023-12-10 01:37:58,fa,0,0,48,0,0,40,0,,0
372967626,377222295,5.117.147.85,0,0,,2023-12-10 01:37:58,2023-12-10 01:37:58,fa,0,0,68,0,0,70,15,,0
372967625,377222294,5.211.223.201,0,0,,2023-12-10 01:37:56,2023-12-10 01:37:56,fa,1,0,69,0,0,69,15,,0
372967624,377222293,5.9.22.186,0,0,,2023-12-10 01:37:54,2023-12-10 01:37:54,fa,0,0,44,0,0,44,15,,0
372967623,377222292,77.237.161.114,0,0,,2023-12-10 01:37:54,2023-12-10 01:37:54,fa,0,0,37,0,0,37,0,,0
372967622,377222291,5.113.64.107,0,0,,2023-12-10 01:37:50,2023-12-10 01:37:50,fa,0,0,36,0,0,36,0,,0
372967621,377222290,5.123.190.142,0,0,,2023-12-10 01:37:47,2023-12-10 01:37:47,fa,1,0,41,0,0,70,15,,0
372967620,377222289,83.123.166.145,0,0,,2023-12-10 01:37:46,2023-12-10 01:37:46,fa,0,0,40,0,0,65,0,,0
372967619,377222288,46.224.95.75,0,0,,2023-12-10 01:37:39,2023-12-10 01:37:39,fa,0,0,31,0,0,31,0,,0
372967618,377222287,5.120.249.79,0,0,,2023-12-10 01:37:35,2023-12-10 01:37:35,fa,0,0,70,0,0,70,0,,0
372967617,377222286,37.44.58.180,0,0,,2023-12-10 01:37:35,2023-12-10 01:37:35,fa,0,0,29,19,0,29,19,,0
372967616,377222285,91.251.66.111,0,0,,2023-12-10 01:37:33,2023-12-10 01:37:33,fa,0,0,65,0,0,65,0,,0
372967615,377222284,2.176.187.150,0,0,,2023-12-10 01:37:30,2023-12-10 01:37:30,fa,0,0,37,18,0,37,18,,0
372967614,377222283,204.18.92.80,0,0,,2023-12-10 01:37:26,2023-12-10 01:37:26,fa,0,0,51,26,0,51,26,,0
372967613,377222282,5.210.138.113,0,0,,2023-12-10 01:37:22,2023-12-10 01:37:22,fa,0,0,70,0,0,70,0,,0
372967612,377222281,46.51.29.162,0,0,,2023-12-10 01:37:21,2023-12-10 01:37:21,fa,0,0,19,19,0,19,19,,0
372967611,377222280,188.229.24.191,0,0,"",2023-12-10 01:37:21,2023-12-10 01:37:21,fa,0,0,49,0,0,44,20,,0
372967610,377222279,5.114.200.4,0,0,,2023-12-10 01:37:16,2023-12-10 01:37:16,fa,0,0,45,0,0,69,20,,0
372967609,377222278,69.50.93.93,0,0,,2023-12-10 01:37:15,2023-12-10 01:37:15,fa,0,0,63,0,0,63,0,,0
372967608,377222277,5.120.249.79,0,0,,2023-12-10 01:37:06,2023-12-10 01:37:06,fa,0,0,70,0,0,70,0,,0
372967607,377222276,5.75.203.55,0,0,,2023-12-10 01:37:06,2023-12-10 01:37:06,fa,0,0,50,0,0,50,0,,0
372967606,377222275,46.224.95.75,0,0,,2023-12-10 01:37:06,2023-12-10 01:37:06,fa,0,0,31,0,0,31,0,,0
372967605,377222274,46.51.29.162,0,0,,2023-12-10 01:37:02,2023-12-10 01:37:02,fa,0,0,19,19,0,19,19,,0
372967604,377222273,46.224.88.88,0,0,,2023-12-10 01:37:01,2023-12-10 01:37:01,fa,1,0,49,0,0,70,15,,0
372967603,377222272,2.147.28.56,0,0,,2023-12-10 01:37:01,2023-12-10 01:37:01,fa,1,0,55,0,0,55,0,,0
372967602,377222271,5.216.60.2,0,0,,2023-12-10 01:36:57,2023-12-10 01:36:57,fa,0,0,54,0,0,54,0,,0
372967601,377222270,98.98.156.14,0,0,,2023-12-10 01:36:55,2023-12-10 01:36:55,fa,1,0,46,0,0,44,15,,0
372967600,377222269,5.201.255.135,0,0,,2023-12-10 01:36:55,2023-12-10 01:36:55,fa,0,0,45,0,0,45,0,,0
372967599,377222268,46.224.95.75,0,0,,2023-12-10 01:36:51,2023-12-10 01:36:51,fa,0,0,31,0,0,31,0,,0
372967598,377222267,5.124.39.225,0,0,,2023-12-10 01:36:50,2023-12-10 01:36:50,fa,0,0,44,0,0,70,0,,0
372967597,377222266,5.232.63.52,0,0,,2023-12-10 01:36:45,2023-12-10 01:36:45,fa,0,0,43,0,0,43,0,,0
372967596,377222265,5.120.249.79,0,0,,2023-12-10 01:36:45,2023-12-10 01:36:45,fa,0,0,70,0,0,70,0,,0
372967595,377222264,46.51.29.162,0,0,,2023-12-10 01:36:45,2023-12-10 01:36:45,fa,0,0,19,19,0,19,19,,0
372967594,377222263,2.147.183.253,0,0,,2023-12-10 01:36:44,2023-12-10 01:36:44,fa,0,0,46,0,0,51,15,,0
372967593,377222262,5.114.51.120,0,0,,2023-12-10 01:36:38,2023-12-10 01:36:38,fa,0,0,20,20,0,10,10,,0
372967592,377222261,5.114.14.87,0,0,,2023-12-10 01:36:37,2023-12-10 01:36:37,fa,0,0,46,0,0,44,15,,0
372967591,377222260,46.51.29.162,0,0,,2023-12-10 01:36:29,2023-12-10 01:36:29,fa,0,0,19,19,0,19,19,,0
372967590,377222259,151.242.240.103,0,0,,2023-12-10 01:36:29,2023-12-10 01:36:29,fa,1,0,31,0,0,31,0,,0
372967589,377222258,5.120.104.36,0,0,,2023-12-10 01:36:28,2023-12-10 01:36:28,fa,0,0,45,0,0,69,15,,0
372967588,377222257,86.55.147.97,0,0,,2023-12-10 01:36:20,2023-12-10 01:36:20,fa,0,0,42,24,0,42,24,,0
372967587,377222256,178.131.161.47,0,0,,2023-12-10 01:36:20,2023-12-10 01:36:20,fa,0,0,75,0,0,75,0,,0
372967586,377222255,5.52.239.97,0,0,,2023-12-10 01:36:17,2023-12-10 01:36:17,fa,0,0,48,0,0,70,15,,0
372967585,377222254,46.51.29.162,0,0,,2023-12-10 01:36:15,2023-12-10 01:36:15,fa,0,0,19,19,0,19,19,,0
372967584,377222253,5.127.46.230,0,0,,2023-12-10 01:36:13,2023-12-10 01:36:13,fa,1,0,60,0,0,70,0,,0
372967583,377222252,113.203.15.170,0,0,,2023-12-10 01:36:12,2023-12-10 01:36:12,fa,1,0,70,0,0,70,15,,0
372967582,377222251,5.112.129.56,0,0,,2023-12-10 01:36:11,2023-12-10 01:36:11,fa,0,0,42,0,0,70,15,,0
372967581,377222250,5.126.51.78,0,0,,2023-12-10 01:36:09,2023-12-10 01:36:09,fa,1,0,62,0,0,42,15,,0
372967580,377222249,5.127.46.230,0,0,,2023-12-10 01:36:07,2023-12-10 01:36:07,fa,1,0,60,0,0,60,0,,0
372967579,377222248,5.208.196.187,0,0,,2023-12-10 01:36:05,2023-12-10 01:36:05,fa,0,0,31,18,0,31,18,,0
372967578,377222247,89.196.93.99,0,0,,2023-12-10 01:36:03,2023-12-10 01:36:03,fa,0,0,41,0,0,66,15,,0
372967577,377222246,188.121.151.36,0,0,,2023-12-10 01:36:03,2023-12-10 01:36:03,fa,0,0,42,0,0,60,0,,0
372967576,377222245,2.190.193.94,0,0,,2023-12-10 01:35:58,2023-12-10 01:35:58,fa,0,0,68,0,0,70,15,,0
372967575,377222244,5.116.106.25,0,0,,2023-12-10 01:35:49,2023-12-10 01:35:49,fa,0,0,68,0,0,70,15,,0
372967574,377222243,5.210.67.222,0,0,,2023-12-10 01:35:47,2023-12-10 01:35:47,fa,0,0,46,0,0,60,15,,0
372967573,377222242,51.158.164.234,0,0,,2023-12-10 01:35:45,2023-12-10 01:35:45,fa,0,0,67,0,0,70,15,,0
372967572,377222241,113.203.88.153,0,0,,2023-12-10 01:35:44,2023-12-10 01:35:44,fa,0,0,36,20,0,36,20,,0
372967571,377222240,5.125.101.154,0,0,,2023-12-10 01:35:43,2023-12-10 01:35:43,fa,0,0,46,0,0,61,15,,0
372967570,377222239,89.199.125.184,0,0,,2023-12-10 01:35:40,2023-12-10 01:35:40,fa,0,0,58,0,0,58,0,,0
372967569,377222238,5.113.4.198,0,0,,2023-12-10 01:35:36,2023-12-10 01:35:36,fa,1,0,59,0,0,59,0,,0
372967568,377222237,5.114.230.193,0,0,,2023-12-10 01:35:33,2023-12-10 01:35:33,fa,1,0,40,17,0,40,17,,0
372967567,377222236,83.122.215.53,0,0,,2023-12-10 01:35:31,2023-12-10 01:35:31,fa,0,0,51,0,0,55,15,,0
372967566,377222235,5.116.42.29,0,0,,2023-12-10 01:35:26,2023-12-10 01:35:26,fa,1,0,56,23,0,56,23,,0
372967565,377222234,93.117.186.219,0,0,,2023-12-10 01:35:26,2023-12-10 01:35:26,fa,0,0,66,45,0,66,45,,0
372967564,377222233,5.125.101.154,0,0,,2023-12-10 01:35:21,2023-12-10 01:35:21,fa,0,0,46,0,0,46,0,,0
372967563,377222232,46.51.29.162,0,0,,2023-12-10 01:35:19,2023-12-10 01:35:19,fa,0,0,19,19,0,19,19,,0
372967562,377222231,62.102.135.22,0,0,,2023-12-10 01:35:10,2023-12-10 01:35:10,fa,0,0,46,0,0,46,0,,0
372967561,377222230,204.18.192.20,0,0,,2023-12-10 01:35:10,2023-12-10 01:35:10,fa,0,0,45,0,0,70,15,,0
372967560,377222229,37.1.197.252,0,0,,2023-12-10 01:35:06,2023-12-10 01:35:06,fa,0,0,38,0,0,70,15,,0
372967559,377222228,46.51.29.162,0,0,,2023-12-10 01:35:00,2023-12-10 01:35:00,fa,0,0,19,19,0,19,19,,0
372967558,377222227,31.7.114.18,0,0,,2023-12-10 01:34:55,2023-12-10 01:34:55,fa,0,0,65,0,0,70,15,,0
372967557,377222226,5.211.181.161,0,0,,2023-12-10 01:34:52,2023-12-10 01:34:52,fa,1,0,59,0,0,70,0,,0
372967556,377222225,5.208.196.187,0,0,,2023-12-10 01:34:51,2023-12-10 01:34:51,fa,0,0,31,18,0,31,18,,0
372967555,377222224,5.106.155.90,0,0,,2023-12-10 01:34:51,2023-12-10 01:34:51,fa,0,0,17,17,0,17,17,,0
372967554,377222223,188.229.70.21,0,0,,2023-12-10 01:34:49,2023-12-10 01:34:49,fa,0,0,31,0,0,60,0,,0
372967553,377222222,5.123.95.205,0,0,,2023-12-10 01:34:49,2023-12-10 01:34:49,fa,0,0,45,0,0,70,15,,0
372967552,377222221,46.51.29.162,0,0,,2023-12-10 01:34:45,2023-12-10 01:34:45,fa,0,0,19,19,0,19,19,,0
372967551,377222220,89.47.141.10,0,0,,2023-12-10 01:34:38,2023-12-10 01:34:38,fa,0,0,60,0,0,40,0,,0
372967550,377222219,5.113.6.59,0,0,,2023-12-10 01:34:33,2023-12-10 01:34:33,fa,0,0,54,0,0,70,0,,0
372967549,377222218,62.102.135.22,0,0,,2023-12-10 01:34:32,2023-12-10 01:34:32,fa,0,0,46,0,0,46,0,,0
372967548,377222217,46.51.29.162,0,0,,2023-12-10 01:34:31,2023-12-10 01:34:31,fa,0,0,19,19,0,19,19,,0
372967547,377222216,5.123.121.14,0,0,,2023-12-10 01:34:27,2023-12-10 01:34:27,fa,0,0,68,0,0,68,0,,0
372967546,377222215,2.147.20.53,0,0,,2023-12-10 01:34:22,2023-12-10 01:34:22,fa,1,0,55,0,0,70,15,,0
372967545,377222214,5.112.163.164,0,0,,2023-12-10 01:34:20,2023-12-10 01:34:20,fa,0,0,70,0,0,70,0,,0
372967544,377222213,46.51.29.162,0,0,,2023-12-10 01:34:17,2023-12-10 01:34:17,fa,0,0,19,19,0,19,19,,0
372967543,377222212,84.47.232.4,0,0,,2023-12-10 01:34:17,2023-12-10 01:34:17,fa,0,0,78,0,0,70,15,,0
372967542,377222211,5.117.82.170,0,0,,2023-12-10 01:34:12,2023-12-10 01:34:12,fa,0,0,70,0,0,70,0,,0
372967541,377222210,86.55.37.155,0,0,,2023-12-10 01:34:12,2023-12-10 01:34:12,fa,0,0,35,16,0,35,16,,0
372967540,377222209,5.201.255.135,0,0,,2023-12-10 01:34:10,2023-12-10 01:34:10,fa,0,0,45,0,0,45,0,,0
372967539,377222208,5.127.201.179,0,0,,2023-12-10 01:34:10,2023-12-10 01:34:10,fa,1,0,47,0,0,55,0,,0
372967538,377222207,194.26.222.242,0,0,,2023-12-10 01:34:08,2023-12-10 01:34:08,fa,0,0,48,0,0,44,20,,0
372967537,377222206,5.239.149.12,0,0,,2023-12-10 01:34:03,2023-12-10 01:34:03,fa,0,0,38,17,0,38,17,,0
372967536,377222205,5.127.106.125,0,0,,2023-12-10 01:34:02,2023-12-10 01:34:02,fa,0,0,39,0,0,39,0,,0
372967535,377222204,5.117.71.133,0,0,,2023-12-10 01:34:02,2023-12-10 01:34:02,fa,0,0,58,0,0,70,15,,0
372967534,377222203,5.216.126.5,0,0,,2023-12-10 01:34:00,2023-12-10 01:34:00,fa,0,0,56,0,0,56,0,,0
372967533,377222202,5.52.156.219,0,0,,2023-12-10 01:33:59,2023-12-10 01:33:59,fa,0,0,43,0,0,43,0,,0
372967532,377222201,23.158.56.40,0,0,,2023-12-10 01:33:55,2023-12-10 01:33:55,fa,0,0,18,18,0,15,15,,0
372967531,377222200,89.199.50.184,0,0,,2023-12-10 01:33:39,2023-12-10 01:33:39,fa,0,0,37,0,0,37,0,,0
372967530,377222199,83.122.47.179,0,0,,2023-12-10 01:33:39,2023-12-10 01:33:39,fa,0,0,55,0,0,70,0,,0
372967529,377222198,83.122.228.20,0,0,,2023-12-10 01:33:37,2023-12-10 01:33:37,fa,0,0,52,0,0,70,0,,0
372967528,377222197,93.110.220.181,0,0,,2023-12-10 01:33:34,2023-12-10 01:33:34,fa,0,0,48,0,0,48,0,,0
372967527,377222196,2.145.14.151,0,0,,2023-12-10 01:33:29,2023-12-10 01:33:29,fa,0,0,61,0,0,61,0,,0
372967526,377222195,194.26.222.242,0,0,,2023-12-10 01:33:23,2023-12-10 01:33:23,fa,0,0,48,0,0,48,0,,0
372967525,377222194,5.115.44.55,0,0,,2023-12-10 01:33:20,2023-12-10 01:33:20,fa,0,0,70,0,0,70,0,,0
372967524,377222193,62.133.62.65,0,0,,2023-12-10 01:33:17,2023-12-10 01:33:17,fa,1,0,59,0,0,70,0,,0
372967523,377222192,204.18.7.225,0,0,,2023-12-10 01:33:12,2023-12-10 01:33:12,fa,0,0,44,0,0,70,15,,0
372967522,377222191,5.112.66.193,0,0,,2023-12-10 01:33:10,2023-12-10 01:33:10,fa,0,0,43,0,0,70,0,,0
372967521,377222190,86.55.166.11,0,0,,2023-12-10 01:33:02,2023-12-10 01:33:02,fa,0,0,45,0,0,45,0,,0
372967520,377222189,5.119.88.58,0,0,,2023-12-10 01:32:59,2023-12-10 01:32:59,fa,0,0,45,0,0,44,15,,0
372967519,377222188,5.201.255.135,0,0,,2023-12-10 01:32:58,2023-12-10 01:32:58,fa,0,0,45,0,0,45,0,,0
372967518,377222187,5.160.41.137,0,0,,2023-12-10 01:32:56,2023-12-10 01:32:56,fa,0,0,37,0,0,70,0,,0
372967517,377222186,5.116.239.28,0,0,,2023-12-10 01:32:54,2023-12-10 01:32:54,fa,0,0,40,0,0,40,0,,0
372967516,377222185,5.112.111.71,0,0,,2023-12-10 01:32:51,2023-12-10 01:32:51,fa,0,0,68,0,0,68,15,,0
372967515,377222184,2.145.14.151,0,0,,2023-12-10 01:32:44,2023-12-10 01:32:44,fa,0,0,61,0,0,61,0,,0
372967514,377222183,178.131.96.243,0,0,,2023-12-10 01:32:42,2023-12-10 01:32:42,fa,0,0,42,0,0,60,0,,0
372967513,377222182,5.112.106.165,0,0,,2023-12-10 01:32:42,2023-12-10 01:32:42,fa,0,0,67,0,0,70,15,,0
372967512,377222181,5.116.239.28,0,0,,2023-12-10 01:32:40,2023-12-10 01:32:40,fa,0,0,40,0,0,40,0,,0
372967511,377222180,5.124.189.129,0,0,,2023-12-10 01:32:39,2023-12-10 01:32:39,fa,1,0,46,0,0,70,0,,0
372967510,377222179,86.57.25.199,0,0,,2023-12-10 01:32:37,2023-12-10 01:32:37,fa,1,0,63,0,0,63,15,,0
372967509,377222178,5.126.195.247,0,0,,2023-12-10 01:32:36,2023-12-10 01:32:36,fa,0,0,46,0,0,40,0,,0
372967508,377222177,5.208.24.178,0,0,,2023-12-10 01:32:32,2023-12-10 01:32:32,fa,1,0,44,19,0,44,19,,0
372967507,377222176,49.12.47.105,0,0,,2023-12-10 01:32:22,2023-12-10 01:32:22,fa,1,0,70,0,0,70,15,,0
372967506,377222175,91.107.175.101,0,0,"",2023-12-10 01:32:21,2023-12-10 01:32:21,fa,0,0,45,0,0,70,0,,0
372967505,377222174,91.107.175.101,0,0,,2023-12-10 01:32:20,2023-12-10 01:32:20,fa,0,0,45,0,0,45,0,,0
372967504,377222173,5.113.80.159,0,0,,2023-12-10 01:32:19,2023-12-10 01:32:19,fa,1,0,70,0,0,70,15,,0
372967503,377222172,5.113.238.66,0,0,,2023-12-10 01:32:18,2023-12-10 01:32:18,fa,0,0,42,0,0,70,15,,0
372967502,377222171,5.114.118.107,0,0,,2023-12-10 01:32:13,2023-12-10 01:32:13,fa,1,0,70,0,0,70,0,,0
372967501,377222170,213.176.118.142,0,0,,2023-12-10 01:32:10,2023-12-10 01:32:10,fa,0,0,37,0,0,67,15,,0
372967500,377222169,5.22.25.208,0,0,,2023-12-10 01:32:06,2023-12-10 01:32:06,fa,0,0,31,0,0,31,0,,0
372967499,377222168,95.64.116.110,0,0,,2023-12-10 01:32:03,2023-12-10 01:32:03,fa,0,0,69,0,0,70,15,,0
372967498,377222167,172.111.36.132,0,0,,2023-12-10 01:32:02,2023-12-10 01:32:02,fa,0,0,53,0,0,70,15,,0
372967497,377222166,188.229.70.21,0,0,,2023-12-10 01:32:01,2023-12-10 01:32:01,fa,0,0,0,0,0,0,0,,0
372967496,377222165,5.218.60.214,0,0,,2023-12-10 01:32:00,2023-12-10 01:32:00,fa,0,0,70,0,0,70,0,,0
372967495,377222164,5.119.32.98,0,0,,2023-12-10 01:31:58,2023-12-10 01:31:58,fa,0,0,43,0,0,50,0,,0
372967494,377222163,5.127.222.2,0,0,,2023-12-10 01:31:49,2023-12-10 01:31:49,fa,0,0,45,0,0,45,0,,0
372967493,377222162,5.115.110.103,0,0,,2023-12-10 01:31:43,2023-12-10 01:31:43,fa,0,0,37,0,0,37,0,,0
372967492,377222161,5.113.238.66,0,0,,2023-12-10 01:31:41,2023-12-10 01:31:41,fa,0,0,42,0,0,42,0,,0
372967491,377222160,146.190.234.218,0,0,,2023-12-10 01:31:40,2023-12-10 01:31:40,fa,1,0,55,0,0,55,15,,0
372967490,377222159,5.119.220.77,0,0,,2023-12-10 01:31:38,2023-12-10 01:31:38,fa,0,0,70,0,0,70,0,,0
372967489,377222158,37.255.156.23,0,0,,2023-12-10 01:31:35,2023-12-10 01:31:35,fa,0,0,68,0,0,68,0,,0
372967488,377222157,5.115.110.103,0,0,,2023-12-10 01:31:27,2023-12-10 01:31:27,fa,0,0,37,0,0,37,0,,0
372967487,377222156,5.114.58.129,0,0,,2023-12-10 01:31:25,2023-12-10 01:31:25,fa,0,0,35,18,0,35,18,,0
372967486,377222155,5.120.148.110,0,0,,2023-12-10 01:31:24,2023-12-10 01:31:24,fa,0,0,62,0,0,54,15,,0
372967485,377222154,5.218.60.214,0,0,,2023-12-10 01:31:20,2023-12-10 01:31:20,fa,0,0,70,0,0,70,0,,0
372967484,377222153,31.56.151.145,0,0,"",2023-12-10 01:31:11,2023-12-10 01:31:11,fa,0,0,34,0,0,50,0,,0
372967483,377222152,5.125.225.127,0,0,,2023-12-10 01:31:11,2023-12-10 01:31:11,fa,0,0,38,0,0,65,0,,0
372967482,377222151,5.116.46.236,0,0,,2023-12-10 01:31:07,2023-12-10 01:31:07,fa,0,0,42,0,0,45,0,,0
372967481,377222150,178.131.170.175,0,0,,2023-12-10 01:31:01,2023-12-10 01:31:01,fa,1,0,49,24,0,49,24,,0
372967480,377222149,149.7.16.218,0,0,,2023-12-10 01:30:56,2023-12-10 01:30:56,fa,0,0,44,0,0,44,15,,0
372967479,377222148,5.115.154.132,0,0,,2023-12-10 01:30:56,2023-12-10 01:30:56,fa,0,0,34,0,0,45,0,,0
372967478,377222147,5.200.123.35,0,0,,2023-12-10 01:30:54,2023-12-10 01:30:54,fa,0,0,45,20,0,45,20,,0
372967477,377222146,5.121.139.113,0,0,,2023-12-10 01:30:53,2023-12-10 01:30:53,fa,0,0,42,0,0,42,0,,0
372967476,377222145,46.143.87.97,0,0,,2023-12-10 01:30:53,2023-12-10 01:30:53,fa,0,0,70,0,0,70,15,,0
372967475,377222144,5.120.78.76,0,0,,2023-12-10 01:30:52,2023-12-10 01:30:52,fa,0,0,67,0,0,67,15,,0
372967474,377222143,5.120.46.31,0,0,,2023-12-10 01:30:49,2023-12-10 01:30:49,fa,0,0,37,0,0,15,0,,0
372967473,377222142,86.57.105.62,0,0,,2023-12-10 01:30:44,2023-12-10 01:30:44,fa,0,0,43,0,0,53,15,,0
372967472,377222141,149.7.16.218,0,0,,2023-12-10 01:30:40,2023-12-10 01:30:40,fa,0,0,44,0,0,44,0,,0
372967471,377222140,5.218.60.214,0,0,,2023-12-10 01:30:40,2023-12-10 01:30:40,fa,0,0,70,0,0,70,0,,0
372967470,377222139,94.182.86.164,0,0,,2023-12-10 01:30:36,2023-12-10 01:30:36,fa,0,0,50,0,0,50,0,,0
372967469,377222138,5.114.169.179,0,0,,2023-12-10 01:30:32,2023-12-10 01:30:32,fa,0,0,44,0,0,44,0,,0
372967468,377222137,5.119.94.103,0,0,,2023-12-10 01:30:29,2023-12-10 01:30:29,fa,0,0,45,0,0,45,15,,0
372967467,377222136,5.216.126.5,0,0,,2023-12-10 01:30:28,2023-12-10 01:30:28,fa,0,0,56,0,0,56,0,,0
372967466,377222135,5.238.161.35,0,0,,2023-12-10 01:30:24,2023-12-10 01:30:24,fa,0,0,44,0,0,44,15,,0
372967465,377222134,5.126.140.54,0,0,بلوار فردوسی، چهار راه فرامرز عباسی، سر چهار راه ، فست فود پردیس / تماس گرفته شود,2023-12-10 01:30:23,2023-12-10 01:30:23,fa,0,0,45,0,0,70,15,,0
372967464,377222133,5.208.196.187,0,0,,2023-12-10 01:30:20,2023-12-10 01:30:20,fa,0,0,31,18,0,31,18,,0
372967463,377222132,2.187.179.146,0,0,,2023-12-10 01:30:18,2023-12-10 01:30:18,fa,1,0,70,0,0,70,15,,0
372967462,377222131,5.120.216.147,0,0,,2023-12-10 01:30:18,2023-12-10 01:30:18,fa,0,0,46,0,0,54,15,,0
372967461,377222130,5.120.146.170,0,0,,2023-12-10 01:30:18,2023-12-10 01:30:18,fa,0,0,44,0,0,44,15,,0
372967460,377222129,83.123.131.89,0,0,,2023-12-10 01:30:14,2023-12-10 01:30:14,fa,1,0,44,0,0,44,15,,0
372967459,377222128,37.156.50.251,0,0,,2023-12-10 01:30:11,2023-12-10 01:30:11,fa,0,0,34,0,0,70,15,,0
